,match_id,match_date,home_team,away_team,home_score,away_score,team,player,pass_recipient,timestamp,period,minute,X_pass_start,Y_pass_start,X_pass_end,Y_pass_end,shot_outcome,player_id,type,X,Y,color,round_minute,penalty
13004,3857275,2022-11-30,Tunisia,France,1,0,France,Randal Kolo Muani,Jordan Veretout,2023-12-16 00:03:29.548,2,48.483333333333334,111.9,21.3,103.0,29.1,,,,,,,49,No
692,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Alejandro Darío Gómez,Nahuel Molina Lucero,2023-12-16 00:03:29.296,2,48.483333333333334,64.7,74.3,55.3,75.0,,,,,,,49,No
2940,3869685,2022-12-18,Argentina,France,3,3,France,Jules Koundé,Randal Kolo Muani,2023-12-16 00:03:30.375,2,48.5,24.0,66.9,33.9,73.9,,,,,,,49,No
9175,3869354,2022-12-10,England,France,1,2,France,Raphaël Varane,Dayotchanculle Upamecano,2023-12-16 00:03:30.339,2,48.5,54.4,34.2,48.4,10.0,,,,,,,49,No
9134,3869354,2022-12-10,England,France,1,2,England,Philip Foden,Jude Bellingham,2023-12-16 00:48:30.253,1,48.5,120.0,0.1,93.3,75.8,,,,,,,49,No
693,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nahuel Molina Lucero,Enzo Fernandez,2023-12-16 00:03:31.621,2,48.516666666666666,52.6,72.3,46.0,48.7,,,,,,,49,No
11941,3857279,2022-11-22,France,Australia,4,1,Australia,Harry Souttar,Mitchell Thomas Duke,2023-12-16 00:48:31.526,1,48.516666666666666,33.1,47.3,88.1,50.4,,,,,,,49,No
5131,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Miguel Herrera López,Érick Gabriel Gutiérrez Galaviz,2023-12-16 00:48:31.588,1,48.516666666666666,58.8,59.6,62.6,49.3,,,,,,,49,No
8110,3857266,2022-11-26,France,Denmark,2,1,France,Hugo Lloris,Olivier Giroud,2023-12-16 00:03:32.226,2,48.53333333333333,7.0,36.1,82.8,80.0,,,,,,,49,No
13005,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Anis Ben Slimane,2023-12-16 00:03:32.776,2,48.53333333333333,12.4,49.4,27.7,57.8,,,,,,,49,No
2876,3869685,2022-12-18,Argentina,France,3,3,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,2023-12-16 00:48:32.007,1,48.53333333333333,18.9,48.1,22.1,23.0,,,,,,,49,No
5132,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Érick Gabriel Gutiérrez Galaviz,Héctor Miguel Herrera López,2023-12-16 00:48:32.433,1,48.53333333333333,62.6,49.3,52.6,55.3,,,,,,,49,No
1667,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Rodrigo Javier De Paul,Marcos Javier Acuña,2023-12-16 00:48:32.249,1,48.53333333333333,79.6,63.3,88.6,19.3,,,,,,,49,No
2941,3869685,2022-12-18,Argentina,France,3,3,France,Randal Kolo Muani,Jules Koundé,2023-12-16 00:03:32.419,2,48.53333333333333,36.4,71.8,36.9,66.7,,,,,,,49,No
9176,3869354,2022-12-10,England,France,1,2,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:03:33.494,2,48.55,49.3,9.3,54.0,4.0,,,,,,,49,No
1730,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Berghuis,Denzel Dumfries,2023-12-16 00:03:34.357,2,48.56666666666667,78.7,72.5,96.2,77.8,,,,,,,49,No
5211,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Lisandro Martínez,2023-12-16 00:03:34.643,2,48.56666666666667,46.5,37.6,55.9,18.9,,,,,,,49,No
1668,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Denzel Dumfries,Steven Bergwijn,2023-12-16 00:48:34.602,1,48.56666666666667,31.5,60.8,50.3,53.3,,,,,,,49,No
9177,3869354,2022-12-10,England,France,1,2,France,Theo Bernard François Hernández,Adrien Rabiot,2023-12-16 00:03:35.872,2,48.583333333333336,54.0,4.0,82.6,5.3,,,,,,,49,No
5133,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Miguel Herrera López,César Jasib Montes Castro,2023-12-16 00:48:35.856,1,48.583333333333336,46.6,61.2,37.1,50.9,,,,,,,49,No
9135,3869354,2022-12-10,England,France,1,2,England,Jude Bellingham,Bukayo Saka,2023-12-16 00:48:36.599,1,48.6,93.3,75.5,94.7,65.2,,,,,,,49,No
1669,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Bergwijn,Denzel Dumfries,2023-12-16 00:48:36.322,1,48.6,48.4,55.5,49.7,75.1,,,,,,,49,No
1731,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Denzel Dumfries,Cody Mathès Gakpo,2023-12-16 00:03:36.517,2,48.6,96.4,78.0,97.0,62.9,,,,,,,49,No
12004,3857279,2022-11-22,France,Australia,4,1,France,Antoine Griezmann,Dayotchanculle Upamecano,2023-12-16 00:03:36.714,2,48.6,74.9,72.3,61.0,52.0,,,,,,,49,No
5134,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,César Jasib Montes Castro,Jesús Daniel Gallardo Vasconcelos,2023-12-16 00:48:37.552,1,48.61666666666667,36.0,48.2,62.3,11.6,,,,,,,49,No
6174,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Damián Emiliano Martínez,Julián Álvarez,2023-12-16 00:48:37.130,1,48.61666666666667,6.0,44.0,105.5,30.3,,,,,,,49,No
13006,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Mohamed Ali Ben Romdhane,Wajdi Kechrida,2023-12-16 00:03:37.548,2,48.61666666666667,27.2,58.0,35.0,64.7,,,,,,,49,No
9136,3869354,2022-12-10,England,France,1,2,France,Kylian Mbappé Lottin,Theo Bernard François Hernández,2023-12-16 00:48:37.324,1,48.61666666666667,25.4,14.9,26.7,4.2,,,,,,,49,No
2877,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nicolás Hernán Otamendi,Ángel Fabián Di María Hernández,2023-12-16 00:48:38.367,1,48.63333333333333,34.5,16.6,52.7,2.9,,,,,,,49,No
5212,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Ernesto Alexis Vega Rojas,Hirving Rodrigo Lozano Bahena,2023-12-16 00:03:38.504,2,48.63333333333333,86.3,69.3,92.1,52.9,,,,,,,49,No
694,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,2023-12-16 00:03:38.243,2,48.63333333333333,57.5,53.3,57.0,62.9,,,,,,,49,No
10940,3869152,2022-12-04,France,Poland,3,1,Poland,Wojciech Szczęsny,Grzegorz Krychowiak,2023-12-16 00:03:38.136,2,48.63333333333333,14.6,35.0,26.2,33.9,,,,,,,49,No
9178,3869354,2022-12-10,England,France,1,2,France,Adrien Rabiot,Kylian Mbappé Lottin,2023-12-16 00:03:39.703,2,48.65,76.2,5.3,77.9,2.7,,,,,,,49,No
695,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Rodrigo Javier De Paul,Alejandro Darío Gómez,2023-12-16 00:03:40.317,2,48.666666666666664,57.0,62.9,66.6,76.2,,,,,,,49,No
12005,3857279,2022-11-22,France,Australia,4,1,France,Dayotchanculle Upamecano,Antoine Griezmann,2023-12-16 00:03:40.428,2,48.666666666666664,62.0,48.5,64.2,42.8,,,,,,,49,No
1732,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Lisandro Martínez,Marcos Javier Acuña,2023-12-16 00:03:40.454,2,48.666666666666664,4.8,18.8,10.8,0.1,,,,,,,49,No
2942,3869685,2022-12-18,Argentina,France,3,3,France,Jules Koundé,Kylian Mbappé Lottin,2023-12-16 00:03:40.524,2,48.666666666666664,52.3,75.2,56.7,47.8,,,,,,,49,No
5135,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Jesús Daniel Gallardo Vasconcelos,Ernesto Alexis Vega Rojas,2023-12-16 00:48:41.586,1,48.68333333333333,58.5,8.3,64.0,8.9,,,,,,,49,No
9998,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Azzedine Ounahi,2023-12-16 00:03:42.049,2,48.7,53.9,25.8,57.6,33.9,,,,,,,49,No
12006,3857279,2022-11-22,France,Australia,4,1,France,Antoine Griezmann,Theo Bernard François Hernández,2023-12-16 00:03:42.206,2,48.7,64.3,41.6,72.4,7.4,,,,,,,49,No
13007,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Mohamed Ali Ben Romdhane,Wajdi Kechrida,2023-12-16 00:03:42.256,2,48.7,32.9,63.1,36.2,72.4,,,,,,,49,No
9999,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Selim Amallah,2023-12-16 00:03:43.720,2,48.71666666666667,56.8,31.1,64.0,7.0,,,,,,,49,No
2878,3869685,2022-12-18,Argentina,France,3,3,France,Randal Kolo Muani,Raphaël Varane,2023-12-16 00:48:43.137,1,48.71666666666667,64.6,73.7,47.1,56.4,,,,,,,49,No
5213,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Rodrigo Javier De Paul,Gonzalo Ariel Montiel,2023-12-16 00:03:43.817,2,48.71666666666667,18.7,54.2,34.9,76.3,,,,,,,49,No
2943,3869685,2022-12-18,Argentina,France,3,3,Argentina,Cristian Gabriel Romero,Lionel Andrés Messi Cuccittini,2023-12-16 00:03:43.565,2,48.71666666666667,69.8,35.0,78.8,44.0,,,,,,,49,No
13008,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Anis Ben Slimane,2023-12-16 00:03:43.874,2,48.71666666666667,36.5,72.6,39.7,63.8,,,,,,,49,No
6175,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Dominik Livaković,Josip Juranović,2023-12-16 00:48:44.810,1,48.733333333333334,16.3,51.5,23.0,57.1,,,,,,,49,No
10000,3869552,2022-12-14,France,Morocco,2,0,Morocco,Selim Amallah,Yahia Attiyat allah,2023-12-16 00:03:45.088,2,48.75,64.0,7.0,74.7,3.1,,,,,,,49,No
2944,3869685,2022-12-18,Argentina,France,3,3,Argentina,Lionel Andrés Messi Cuccittini,Ángel Fabián Di María Hernández,2023-12-16 00:03:45.334,2,48.75,81.3,32.9,99.7,22.4,,,,,,,49,No
1670,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Denzel Dumfries,Frenkie de Jong,2023-12-16 00:48:46.327,1,48.766666666666666,68.2,80.0,47.9,73.1,,,,,,,49,No
12007,3857279,2022-11-22,France,Australia,4,1,France,Theo Bernard François Hernández,Dayotchanculle Upamecano,2023-12-16 00:03:46.553,2,48.766666666666666,77.9,6.1,51.2,24.1,,,,,,,49,No
1733,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Denzel Dumfries,Steven Berghuis,2023-12-16 00:03:46.184,2,48.766666666666666,106.1,80.0,102.2,79.0,,,,,,,49,No
10001,3869552,2022-12-14,France,Morocco,2,0,Morocco,Yahia Attiyat allah,Selim Amallah,2023-12-16 00:03:46.679,2,48.766666666666666,75.3,3.6,77.5,3.6,,,,,,,49,No
696,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Alejandro Darío Gómez,Rodrigo Javier De Paul,2023-12-16 00:03:46.094,2,48.766666666666666,64.7,75.7,56.0,72.9,,,,,,,49,No
1734,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Berghuis,Denzel Dumfries,2023-12-16 00:03:47.825,2,48.78333333333333,103.4,77.6,109.1,79.8,,,,,,,49,No
6176,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Josip Juranović,Marcelo Brozović,2023-12-16 00:48:47.752,1,48.78333333333333,26.8,59.5,32.3,43.5,,,,,,,49,No
697,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:03:48.846,2,48.8,62.5,73.7,79.6,80.0,,,,,,,49,No
2945,3869685,2022-12-18,Argentina,France,3,3,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,2023-12-16 00:03:48.099,2,48.8,106.8,20.9,103.3,52.3,,,,,,,49,No
1735,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Denzel Dumfries,Cody Mathès Gakpo,2023-12-16 00:03:48.976,2,48.8,109.1,79.8,106.9,75.0,,,,,,,49,No
5214,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Rodrigo Javier De Paul,2023-12-16 00:03:48.707,2,48.8,47.1,77.1,44.6,73.4,,,,,,,49,No
2879,3869685,2022-12-18,Argentina,France,3,3,France,Raphaël Varane,Aurélien Djani Tchouaméni,2023-12-16 00:48:49.740,1,48.81666666666667,40.0,40.2,50.7,56.0,,,,,,,49,No
6177,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Marcelo Brozović,Mateo Kovačić,2023-12-16 00:48:50.142,1,48.833333333333336,36.1,38.6,45.9,31.0,,,,,,,49,No
12008,3857279,2022-11-22,France,Australia,4,1,France,Dayotchanculle Upamecano,Aurélien Djani Tchouaméni,2023-12-16 00:03:50.122,2,48.833333333333336,51.2,25.7,56.3,49.4,,,,,,,49,No
1671,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Frenkie de Jong,Marten de Roon,2023-12-16 00:48:50.975,1,48.833333333333336,45.9,71.7,51.5,51.5,,,,,,,49,No
5215,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,2023-12-16 00:03:50.564,2,48.833333333333336,45.7,71.0,52.3,67.3,,,,,,,49,No
8111,3857266,2022-11-26,France,Denmark,2,1,Denmark,Joakim Mæhle,Christian Dannemann Eriksen,2023-12-16 00:03:51.879,2,48.85,41.8,0.1,53.0,2.8,,,,,,,49,No
2880,3869685,2022-12-18,Argentina,France,3,3,France,Aurélien Djani Tchouaméni,Dayotchanculle Upamecano,2023-12-16 00:48:51.755,1,48.85,50.9,56.9,44.3,29.7,,,,,,,49,No
1736,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Cody Mathès Gakpo,Memphis Depay,2023-12-16 00:03:52.410,2,48.86666666666667,115.9,73.0,116.3,41.8,,,,,,,49,No
10941,3869152,2022-12-04,France,Poland,3,1,France,Theo Bernard François Hernández,Aurélien Djani Tchouaméni,2023-12-16 00:03:52.493,2,48.86666666666667,48.4,0.1,44.1,22.8,,,,,,,49,No
10002,3869552,2022-12-14,France,Morocco,2,0,Morocco,Yahia Attiyat allah,Jawad El Yamiq,2023-12-16 00:03:52.260,2,48.86666666666667,75.3,0.1,51.8,6.4,,,,,,,49,No
2946,3869685,2022-12-18,Argentina,France,3,3,France,Hugo Lloris,Antoine Griezmann,2023-12-16 00:03:53.019,2,48.88333333333333,12.0,39.7,30.6,31.4,,,,,,,49,No
12009,3857279,2022-11-22,France,Australia,4,1,France,Aurélien Djani Tchouaméni,Benjamin Pavard,2023-12-16 00:03:53.035,2,48.88333333333333,57.4,54.3,63.6,75.9,,,,,,,49,No
11942,3857279,2022-11-22,France,Australia,4,1,Australia,Nathaniel Atkinson,Mathew Leckie,2023-12-16 00:48:53.824,1,48.88333333333333,111.4,80.0,98.2,68.1,,,,,,,49,No
1672,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Marten de Roon,Nathan Aké,2023-12-16 00:48:53.805,1,48.88333333333333,43.8,46.3,44.9,24.1,,,,,,,49,No
2947,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Theo Bernard François Hernández,2023-12-16 00:03:54.513,2,48.9,30.6,31.4,30.2,6.8,,,,,,,49,No
8112,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Antoine Griezmann,2023-12-16 00:03:55.494,2,48.916666666666664,63.4,77.2,67.8,77.2,,,,,,,49,No
10942,3869152,2022-12-04,France,Poland,3,1,France,Aurélien Djani Tchouaméni,Raphaël Varane,2023-12-16 00:03:55.744,2,48.916666666666664,44.5,28.6,33.0,57.9,,,,,,,49,No
12010,3857279,2022-11-22,France,Australia,4,1,France,Benjamin Pavard,Ibrahima Konaté,2023-12-16 00:03:55.913,2,48.916666666666664,59.4,72.9,45.9,52.6,,,,,,,49,No
5216,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lionel Andrés Messi Cuccittini,Alexis Mac Allister,2023-12-16 00:03:55.082,2,48.916666666666664,63.5,47.6,70.0,22.6,,,,,,,49,No
10003,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Achraf Dari,2023-12-16 00:03:56.922,2,48.93333333333333,45.4,7.7,41.5,59.9,,,,,,,49,No
7079,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Leandro Daniel Paredes,2023-12-16 00:48:57.992,1,48.95,62.1,43.3,57.6,34.4,,,,,,,49,No
6178,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Leandro Daniel Paredes,Lionel Andrés Messi Cuccittini,2023-12-16 00:48:57.446,1,48.95,65.9,42.5,74.6,50.4,,,,,,,49,No
2881,3869685,2022-12-18,Argentina,France,3,3,France,Dayotchanculle Upamecano,Raphaël Varane,2023-12-16 00:48:57.379,1,48.95,53.3,25.8,44.3,41.9,,,,,,,49,No
5217,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Alexis Mac Allister,Marcos Javier Acuña,2023-12-16 00:03:57.443,2,48.95,72.1,21.4,75.0,2.7,,,,,,,49,No
4052,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Piotr Zieliński,Kamil Glik,2023-12-16 00:03:58.503,2,48.96666666666667,88.8,76.3,108.8,43.5,,,,,,,49,No
5218,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Marcos Javier Acuña,Lisandro Martínez,2023-12-16 00:03:59.755,2,48.983333333333334,70.2,5.2,55.3,15.4,,,,,,,49,No
1673,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Memphis Depay,2023-12-16 00:48:59.590,1,48.983333333333334,54.7,21.0,70.9,23.7,,,,,,,49,No
7154,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Lautaro Javier Martínez,Leandro Daniel Paredes,2023-12-16 00:03:59.391,2,48.983333333333334,61.0,40.1,47.7,42.3,,,,,,,49,No
12011,3857279,2022-11-22,France,Australia,4,1,France,Ibrahima Konaté,Dayotchanculle Upamecano,2023-12-16 00:03:59.094,2,48.983333333333334,47.8,51.8,55.6,22.3,,,,,,,49,No
10943,3869152,2022-12-04,France,Poland,3,1,France,Raphaël Varane,Jules Koundé,2023-12-16 00:04:00.271,2,49.0,37.9,72.7,33.6,77.8,,,,,,,49,No
2882,3869685,2022-12-18,Argentina,France,3,3,France,Raphaël Varane,Aurélien Djani Tchouaméni,2023-12-16 00:49:00.655,1,49.0,47.7,45.5,50.9,55.1,,,,,,,49,No
7080,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Rodrigo Javier De Paul,2023-12-16 00:49:00.487,1,49.0,57.6,34.4,57.0,48.3,,,,,,,49,No
8113,3857266,2022-11-26,France,Denmark,2,1,Denmark,Jesper Lindstrøm,Christian Dannemann Eriksen,2023-12-16 00:04:00.970,2,49.0,91.8,27.9,97.1,25.7,,,,,,,49,No
10004,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Dari,Hakim Ziyech,2023-12-16 00:04:01.452,2,49.016666666666666,52.5,62.4,67.0,59.7,,,,,,,50,No
10944,3869152,2022-12-04,France,Poland,3,1,France,Jules Koundé,Hugo Lloris,2023-12-16 00:04:01.531,2,49.016666666666666,33.6,78.7,9.7,59.0,,,,,,,50,No
2948,3869685,2022-12-18,Argentina,France,3,3,France,Theo Bernard François Hernández,Antoine Griezmann,2023-12-16 00:04:01.131,2,49.016666666666666,48.2,8.3,43.1,13.2,,,,,,,50,No
2949,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Kylian Mbappé Lottin,2023-12-16 00:04:01.867,2,49.016666666666666,43.1,13.2,56.3,3.4,,,,,,,50,No
7155,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Rodrigo Javier De Paul,2023-12-16 00:04:01.746,2,49.016666666666666,47.3,44.0,45.8,55.8,,,,,,,50,No
5219,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Guido Rodríguez,2023-12-16 00:04:01.704,2,49.016666666666666,52.9,16.4,45.7,29.5,,,,,,,50,No
7156,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,2023-12-16 00:04:02.588,2,49.03333333333333,45.8,55.8,37.9,37.0,,,,,,,50,No
7081,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:49:02.751,1,49.03333333333333,57.0,51.4,57.6,69.8,,,,,,,50,No
2883,3869685,2022-12-18,Argentina,France,3,3,France,Aurélien Djani Tchouaméni,Dayotchanculle Upamecano,2023-12-16 00:49:02.897,1,49.03333333333333,52.7,49.4,52.4,28.8,,,,,,,50,No
6215,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Rodrigo Javier De Paul,Julián Álvarez,2023-12-16 00:04:03.479,2,49.05,100.2,80.0,99.5,66.5,,,,,,,50,No
11943,3857279,2022-11-22,France,Australia,4,1,Australia,Mathew Leckie,Craig Goodwin,2023-12-16 00:49:03.906,1,49.05,87.1,50.6,103.8,20.7,,,,,,,50,No
12012,3857279,2022-11-22,France,Australia,4,1,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:04:04.370,2,49.06666666666667,70.2,18.5,99.3,13.3,,,,,,,50,No
7157,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Nicolás Alejandro Tagliafico,2023-12-16 00:04:04.329,2,49.06666666666667,38.5,36.3,39.0,9.4,,,,,,,50,No
10005,3869552,2022-12-14,France,Morocco,2,0,Morocco,Hakim Ziyech,Achraf Hakimi Mouh,2023-12-16 00:04:04.090,2,49.06666666666667,62.9,59.2,74.2,75.6,,,,,,,50,No
1674,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:49:04.828,1,49.06666666666667,39.9,55.0,33.6,53.7,,,,,,,50,No
7082,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nahuel Molina Lucero,Ángel Fabián Di María Hernández,2023-12-16 00:49:05.320,1,49.083333333333336,59.6,69.6,70.2,75.1,,,,,,,50,No
13009,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Wajdi Kechrida,Aïssa Bilal Laïdouni,2023-12-16 00:04:05.034,2,49.083333333333336,30.5,80.0,32.0,58.6,,,,,,,50,No
5220,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Gonzalo Ariel Montiel,2023-12-16 00:04:05.745,2,49.083333333333336,51.7,43.2,57.3,74.4,,,,,,,50,No
1675,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Nahuel Molina Lucero,2023-12-16 00:49:05.487,1,49.083333333333336,33.6,53.7,52.0,74.5,,,,,,,50,No
2884,3869685,2022-12-18,Argentina,France,3,3,France,Dayotchanculle Upamecano,Marcus Thuram,2023-12-16 00:49:06.461,1,49.1,63.1,24.8,78.1,5.5,,,,,,,50,No
11944,3857279,2022-11-22,France,Australia,4,1,France,Benjamin Pavard,Ousmane Dembélé,2023-12-16 00:49:06.198,1,49.1,16.3,59.4,33.0,77.4,,,,,,,50,No
7158,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:04:06.492,2,49.1,37.9,10.0,30.4,24.3,,,,,,,50,No
8114,3857266,2022-11-26,France,Denmark,2,1,Denmark,Joachim Andersen,Rasmus Nissen Kristensen,2023-12-16 00:04:06.346,2,49.1,72.9,56.7,108.8,71.8,,,,,,,50,No
7083,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Ángel Fabián Di María Hernández,Nahuel Molina Lucero,2023-12-16 00:49:06.358,1,49.1,70.2,75.1,56.7,72.7,,,,,,,50,No
13010,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Aïssa Bilal Laïdouni,Ellyes Joris Skhiri,2023-12-16 00:04:06.729,2,49.1,32.6,59.1,29.9,66.9,,,,,,,50,No
10006,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Hakimi Mouh,Azzedine Ounahi,2023-12-16 00:04:06.547,2,49.1,75.4,75.5,93.6,73.8,,,,,,,50,No
13011,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Ellyes Joris Skhiri,Nader Ghandri,2023-12-16 00:04:07.413,2,49.11666666666667,29.9,66.9,19.0,56.1,,,,,,,50,No
6216,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Dominik Livaković,Dejan Lovren,2023-12-16 00:04:08.769,2,49.13333333333333,8.6,26.5,14.6,52.6,,,,,,,50,No
7084,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,2023-12-16 00:49:08.731,1,49.13333333333333,51.0,71.1,41.5,52.6,,,,,,,50,No
5221,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,2023-12-16 00:04:08.685,2,49.13333333333333,57.3,74.4,72.7,77.5,,,,,,,50,No
1676,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Daley Blind,Memphis Depay,2023-12-16 00:49:08.088,1,49.13333333333333,68.1,5.6,82.4,15.1,,,,,,,50,No
10945,3869152,2022-12-04,France,Poland,3,1,France,Hugo Lloris,Olivier Giroud,2023-12-16 00:04:08.356,2,49.13333333333333,11.2,49.5,67.9,36.6,,,,,,,50,No
10007,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Hakim Ziyech,2023-12-16 00:04:08.745,2,49.13333333333333,93.1,73.8,108.1,72.2,,,,,,,50,No
13012,3857275,2022-11-30,Tunisia,France,1,0,Tunisia,Nader Ghandri,Montassar Omar Talbi,2023-12-16 00:04:08.960,2,49.13333333333333,19.0,56.1,11.0,26.9,,,,,,,50,No
12013,3857279,2022-11-22,France,Australia,4,1,France,Theo Bernard François Hernández,Antoine Griezmann,2023-12-16 00:04:09.160,2,49.15,118.1,23.3,115.5,28.0,,,,,,,50,No
7159,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:04:09.660,2,49.15,32.1,39.5,31.9,56.2,,,,,,,50,No
5136,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Jesús Daniel Gallardo Vasconcelos,Hirving Rodrigo Lozano Bahena,2023-12-16 00:49:10.167,1,49.166666666666664,74.0,0.1,100.0,7.5,,,,,,,50,No
10008,3869552,2022-12-14,France,Morocco,2,0,Morocco,Hakim Ziyech,Azzedine Ounahi,2023-12-16 00:04:10.497,2,49.166666666666664,108.1,72.2,105.3,60.5,,,,,,,50,No
2950,3869685,2022-12-18,Argentina,France,3,3,France,Antoine Griezmann,Jules Koundé,2023-12-16 00:04:10.966,2,49.166666666666664,73.6,22.0,77.5,35.4,,,,,,,50,No
